Id,A01,A02,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,C01,C02,C03,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,D13,D14,D15,D16,D17,E01,F01,F02,F03,F04,F05,F06,F07,F08
1645,-0.171017,-0.785456,-0.375719,-1.62238,1.2734,0.93165,1.45405,0.634041,-0.91299,-0.20991,-1.33908,-0.000462024,0.0961964,0.0608037,0.491111,-0.906484,0.000449156,1.02243,-0.16621,0.00854248,0.764346,0.67387,-0.126679,0.36473,-0.654076,-0.909459,0.00150868,-0.0323634,0.00446649,-0.00258149,-0.0508108,-0.0382124,0.0323681,0.0488733,0.0135209,0.0298776,-0.00397391,0.0118839,0.00418107,-0.00741286,-0.7,0.872064,0.32668,0.555146,0.884201,0.468628,0.761946,0.333548,0.291368,-1,0,0,0.349578,-0.814312,0.682832
1646,-0.314904,0.4595,-0.00728943,-0.616086,-1.24047,0.107544,-0.273766,-1.72746,2.55653,1.77378,-0.845163,-1.51761,-0.545191,-1.81438,-0.0471917,0.67267,0.000449156,0.00341673,-0.680816,0.10339,0.523405,-1.22937,0.466255,-0.462162,-0.8853,-0.504394,0.100031,0.105305,-0.00358424,0.0166384,-0.0202244,0.0369624,0.00718035,-0.141499,-0.044027,0.0567681,-0.0163602,-0.0636181,0.066314,-0.174649,-1.46984,0.217535,0.701267,0.466668,0.825104,0.00458288,0.905308,0.739965,0.484504,0,0,0,-1.3727,1.74832,1.23579
1648,0.402739,0.576345,-0.0620233,0.232709,-2.76055,-0.997011,-0.880383,1.26031,-1.26576,0.0184991,0.662658,0.442898,-1.39632,-0.97719,0.11163,0.00164122,0.000449156,0.254471,0.418396,-0.751081,0.365166,-1.08949,2.14253,0.200214,-1.42643,-0.573676,-0.0543745,0.0611168,0.0354704,0.0157777,0.0261468,-0.0138357,0.0500863,-0.116208,-0.0573397,0.0933742,0.0722338,0.00352609,-0.00517465,-0.0453004,-1.4,0.606356,0.17663,0.18073,0.766504,0.394317,0.761642,0.248111,0.478015,0,0,0,0.944816,-0.967063,-0.694465
1657,-0.855033,-0.608597,0.113678,0.228331,-0.005543095,0.682714,-0.390256,-0.00132395,-0.989783,-0.005902415,0.877141,0.144831,1.67763,0.918164,0.214329,-0.342904,0.000449156,0.928616,0.534908,0.20738,1.40023,-0.673558,0.12877,2.33071e-05,0.38667,-0.357745,-0.0949371,-0.0657032,-0.0444688,0.0166495,0.00910858,-0.0847638,0.0592867,-0.0523518,-0.121493,-0.0222546,0.0529441,-0.00312774,0.0251907,0.0180594,0.418602,0.647391,0.892677,0.191499,0.0905884,0.982778,0.645411,0.39493,0.448393,0,0,0,0.245237,-1.73708,0.919826
1660,-0.895409,-0.659439,-0.00728943,0.892632,0.396963,0.738757,0.0528311,-0.428741,-0.542019,-1.04242,-0.599234,-0.307494,0.495315,-0.0482277,-2.09819,1.21794,0.000449156,-1.93,-0.606503,0.00854248,0.003279085,0.0328649,-0.615685,0.0894536,-2.13557,0.301182,0.071469,0.03182,-0.00485567,-0.0344791,0.0656313,0.0698006,-0.0421984,-0.0651086,-0.0345028,0.0273091,0.021136,-0.00799169,-0.0420696,-0.00261875,-0.97751,0.844701,0.378601,0.759291,0.930131,0.0745675,0.99725,0.5067,0.95561,0,0,0,-1.65685,-0.932092,-0.60752
1661,1.81775,-0.753912,-0.57409,-0.66288,-0.392212,-0.744581,0.363212,0.705375,-1.48791,-0.005902415,-0.0006379705,-0.840994,-1.25507,1.45012,0.0174293,0.253699,0.334512,-0.268849,1.82098,0.181122,-1.26752,1.97393,-0.782107,1.99856,-1.28798,-0.12084,-0.280953,-0.240052,0.0730598,0.0425016,0.120595,-0.0752107,0.217862,-0.0618685,-0.367543,-0.0955137,0.0956812,0.0114397,0.108869,-0.1153,-0.543156,0.907341,0.685022,0.784996,0.343715,0.763934,0.00557484,0.719127,0.169361,0,0,0,-1.49787,1.03062,-0.79909
1671,-0.0949577,-1.42358,0.859626,0.158905,0.358451,-1.21359,0.149599,-1.18812,-0.00529312,1.08075,0.13651,-0.194072,-0.728609,0.402262,0.24999,-0.882702,0.193962,0.00341673,0.328042,0.155297,2.40765,0.467751,0.835911,-1.29744,0.0956206,0.813756,-0.211594,-0.0450898,-0.00801948,-0.0490908,0.00698869,0.022909,0.087929,0.0793861,-0.0346713,-0.0824727,0.0224786,0.0614111,-0.0391894,-0.045609,-1.7156,0.0962465,0.841964,0.916979,0.181072,0.455491,0.95391,0.204023,0.866102,0,0,0,-0.307433,0.893218,-0.0902658
1673,1.53158,0.492133,1.43458,0.404408,-1.45698,-1.21162,-0.00628882,-0.964098,-0.22539,-0.546328,-0.304039,0.252393,1.60294,-1.53271,1.79858,0.197652,0.000449156,-0.534981,0.840394,-1.64372,0.003279085,0.00241088,0.943695,0.409612,-0.637491,-1.06525,-0.123411,-0.10552,0.0197557,0.0360872,0.0294631,0.0625128,0.106831,-0.0156835,-0.151313,-0.0330856,0.172449,-0.00964045,-0.00976414,-0.0202562,0.0631599,0.0294738,2.22566e-05,0.52354,0.0787306,0.0799155,0.285552,0.0360269,0.105584,0,0,0,-0.35113,0.757996,-1.00249
1677,2.00804,0.443665,-1.38133,-2.26935,0.399021,-0.923867,-1.33528,-1.02743,-0.207933,0.468269,1.69449,-0.992241,1.11756,0.624891,0.270448,1.37025,1.03606,1.83887,2.52811,-1.25017,-0.12928,-0.247737,0.643037,0.397904,-1.19973,0.0882894,-0.15185,-0.142385,0.0328584,0.0649488,0.167387,-0.0509017,0.288359,-0.215777,-0.286698,0.0191514,0.189591,-0.0415175,0.148057,-0.115737,-0.0651337,0.212181,0.728361,0.73305,0.465664,0.947481,0.885298,0.370544,0.925936,0,0,0,-0.030877,1.0624,-1.74869
1679,-0.160787,0.445691,-0.415842,-0.1257,0.330392,0.578244,1.3688,0.284661,0.0844582,-0.117478,0.854313,-0.000462024,-0.947966,0.737043,-0.166627,1.19159,0.251299,0.789743,-0.431993,0.00854248,-0.300623,-1.58268,-0.545358,0.995281,-0.0638834,2.28015,0.023448,0.131389,-0.0452104,0.124122,-0.00174128,-0.0393479,0.0927458,-0.15117,-0.0957331,-0.057653,0.0302936,-0.103029,0.00629267,-0.0563328,-0.347363,0.014593,0.645209,0.804909,0.233332,0.722409,0.425491,0.617459,0.620567,0,0,0,-0.11068,0.0487773,1.22915
1684,-0.0319784,-0.0458592,-1.87787,0.721985,0.573296,0.0535616,-0.242125,0.859202,-0.00529312,1.37074,-0.242033,1.06983,-1.58874,1.97151,-0.317465,-2.01869,2.48782,0.369297,0.596326,1.07487,1.04457,1.51511,-1.10463,-0.4082,-0.292174,-0.453541,0.0499099,0.0390188,-0.00752734,0.0181307,-0.00316233,0.00529839,-0.026102,0.0476534,0.135391,-0.100085,-0.0862126,-0.0155955,0.0306104,0.0102822,-0.935007,0.344579,0.832329,0.027028,0.552768,0.961023,0.714256,0.637341,0.697867,0,0,0,-0.742693,0.89007,1.09151
1689,0.306817,-0.22478,-2.23657,-0.105239,-1.86976,0.301883,-0.927584,-1.00767,-1.80443,-0.005902415,0.7005,2.1163,-0.964101,-0.725581,-1.55016,0.500393,1.15077,-0.638934,0.2492,-0.55043,-1.27703,-0.931439,-0.415109,0.734218,-0.51386,-0.529239,0.0709276,-0.0509552,-0.0648801,0.0529115,-0.0273795,0.0722236,-0.00626445,-0.0498379,-0.0335457,0.0289146,-0.0238264,-0.00842281,-0.0980062,0.0390961,0.831912,0.943322,0.704758,0.403633,0.389871,0.913605,0.307758,0.597872,0.709814,0,0,0,-1.51427,0.295982,-0.115649
1694,-1.4958,0.608721,-0.850888,0.311876,0.164057,0.956055,-0.00628882,-0.00132395,0.908092,-0.0734149,0.767086,-0.0651454,0.465961,1.1056,0.186905,0.383811,0.000449156,0.00341673,0.0532988,0.0449349,0.0846523,0.713706,1.68575,1.52981,0.930348,-1.44727,0.167587,0.216264,0.0162851,0.0232171,6.33423e-05,-0.0397283,0.0441366,-0.190623,-0.200599,-0.0111868,0.0300993,-0.115728,0.127417,-0.0379036,0.585002,0.481966,0.652643,0.0538146,0.409764,0.134672,0.0863018,0.326573,0.328719,0,0,0,1.0392,1.23286,-1.44048
1709,0.493158,0.146356,-0.319214,0.821166,-0.005543095,0.839523,-1.26071,-0.00132395,-0.681577,-1.56086,0.845129,2.6771,0.471379,0.0042206,0.203472,-0.129214,0.374261,-0.33738,-0.858521,-0.488951,-0.283467,-0.415669,0.00719943,-0.430113,-2.43201,0.17534,-0.0153932,-0.0210971,-0.0424655,-0.0855106,0.0640458,-0.0455998,0.060866,0.0104885,0.0499826,0.0156071,0.0675396,0.0141165,-0.0581953,-0.00518714,-0.669838,0.174829,0.179182,0.282966,0.751567,0.153811,0.822408,0.285307,0.202147,0,0,0,-0.0371128,1.25951,0.626028
1713,0.985887,0.731561,1.50274,-1.71157,-1.12186,-0.307462,-0.424511,0.294085,0.771866,-1.48382,-0.807225,-0.000462024,0.00408214,-1.41278,-1.57213,0.215011,0.11047,0.797606,0.928208,-0.169594,0.644261,-1.21478,1.12903,0.444709,0.16006,-1.61632,-0.0628204,0.0413368,0.0525716,0.0111719,0.130935,-0.122581,0.0213974,-0.0589894,-0.0203271,-0.00777662,-0.0149763,0.0259738,0.0373714,-0.0834776,-0.575293,0.659201,0.892865,0.489492,0.831329,0.653886,0.887287,0.47919,0.75576,0,3,0,-0.608668,-1.00936,-1.4074
1714,0.978511,1.40302,-1.46918,-0.00751254,1.00538,-0.084373,1.88174,-0.692742,-0.953431,0.239532,-0.0006379705,-1.19805,-0.925864,0.0528251,0.0013667,1.23322,1.70714,1.04543,0.004272155,-1.06685,1.11078,-1.56258,-0.586214,1.72366,0.10679,1.70254,0.112393,0.132326,0.0029735,0.0485125,0.0388508,0.0695092,0.132598,-0.0771451,-0.129395,0.0337059,0.0612353,-0.0362431,0.0339311,-0.0382959,0.1,0.195702,0.821959,0.802258,0.234463,0.583289,0.583201,0.465931,0.987601,0,0,0,-2.09543,-0.199962,1.24216
1715,-0.00375662,0.00975972,-1.58139,-0.126186,-0.629479,-0.369277,-1.92372,0.451811,-0.00529312,0.39659,-0.422441,0.138918,1.66873,-0.190596,2.01035,-1.09838,0.836247,1.01315,0.020865,0.293964,-0.519358,-0.792148,0.461464,-1.20001,0.575002,-0.667139,0.091231,-0.00436659,-0.0545085,0.055495,0.0191919,-0.021821,-0.0695858,0.0225715,0.00469955,0.0288656,-0.0139492,0.00212849,-0.0846467,-0.0179585,0.838334,0.487441,0.227839,0.962797,0.193089,0.859428,0.948578,0.268754,0.786388,0,0,0,0.261155,-0.13853,-2.0395
1724,-1.3758,0.09296,-0.917608,-1.57491,0.788568,0.917453,-0.00628882,1.80111,-0.00529312,0.565684,0.214837,-0.125581,-0.642558,1.25297,0.0013667,0.0861435,0.000449156,-1.84368,-0.231596,1.30387,-1.49683,0.00241088,-0.814313,0.129392,0.47007,0.188882,0.0747564,0.0667519,0.0461383,0.0663194,0.127039,-0.0364225,0.0376767,-0.0670718,-0.157964,0.0256734,0.0517826,-0.0562202,0.075472,-0.0342975,-0.0686313,0.481973,0.090707,0.64004,0.36648,0.654091,0.145046,0.828971,0.356715,0,0,0,-1.20215,-0.0112925,2.1806
1728,0.477415,-0.136981,-1.42255,-0.895107,-1.05802,0.0701708,-0.407889,-0.00132395,-2.41843,0.479461,0.690853,-0.438743,-0.49237,1.12348,-0.0548848,-1.05352,0.000449156,0.00341673,-0.523465,0.206068,1.19299,-0.533438,-1.76962,0.572769,-0.330799,0.572781,-0.0776291,0.00836485,-0.0431337,0.00414344,-0.0379326,-0.023108,-0.0346966,0.000934761,-0.0495011,0.0875091,-0.000306927,0.0691627,-0.0176369,-0.0764998,-1.56582,0.343222,0.432102,0.306243,0.472574,0.541198,0.454114,0.411629,0.871202,0,0,0,-1.78031,0.0760045,-0.765597
1735,-0.106703,0.487387,-0.23099,-0.111607,0.130617,1.42565,-0.0120456,1.60574,-0.968337,-0.005902415,-0.865561,0.262173,-0.124562,0.0042206,-0.202018,0.0226576,0.000449156,0.332879,-0.785739,-0.928984,-0.397289,0.00241088,-0.682416,0.239949,-0.137543,-0.817763,0.068269,0.184216,-0.0377911,-0.00242738,0.0468213,0.0286172,-0.0348221,-0.175917,-0.0301396,0.0348807,0.0240303,-0.0605783,0.0303751,-0.0318632,-0.0561359,0.719933,0.42886,0.297832,0.926535,0.742799,0.361337,0.936136,0.649474,0,0,0,0.588129,-0.832504,1.13835
1738,1.84643,1.62213,0.354037,1.40805,-0.005543095,-0.663529,-1.17409,1.1991,0.457357,0.0225219,-0.23376,-0.43574,1.95447,-0.250628,1.80498,0.00164122,0.695178,0.00341673,-0.432508,1.28368,-0.279753,-0.672438,0.570388,2.33071e-05,0.374309,1.02344,0.0350105,-0.120376,-0.0160952,-0.0471776,0.0780896,-0.0949994,0.0525839,-0.144603,-0.247676,-0.050116,0.0166442,-0.0867767,0.0596622,-0.132482,-2.06731,0.90084,0.77439,0.464456,0.695036,0.942915,0.10291,0.832216,0.490577,0,0,0,-1.23924,1.23856,1.49339
1740,0.998737,-0.0001359535,1.02337,-0.344194,0.819876,-0.826777,0.0379584,0.380087,-1.41336,0.314902,-0.457655,3.41536,0.0431361,-1.81657,-0.490602,0.647555,0.562593,-1.09653,-0.996885,-0.100179,-1.05757,-0.922803,1.08339,1.1371,1.12774,-0.897861,0.165825,0.225321,-0.163491,0.0912038,0.0765329,0.0520435,0.0753388,-0.259216,-0.215753,0.0387295,0.0756295,-0.128973,0.0884471,-0.0452641,-0.858683,0.0173739,0.493726,0.921647,0.556761,0.841923,0.340836,0.762988,0.869573,0,0,0,-0.41078,-1.83214,0.832718
1748,-0.279691,-0.361928,1.41357,1.16584,0.195697,0.209313,0.251711,0.764729,0.99185,-0.791091,1.9787,3.14775,0.529983,-0.576835,-0.88197,-0.255114,0.000449156,-0.27041,-0.820965,-1.40872,0.699039,1.76773,-1.2408,-0.949109,-0.621268,0.860174,0.010535,-0.0224654,0.0708055,0.0381313,0.0451296,0.0507499,0.109101,-0.0734641,-0.0296941,0.0389825,0.0145657,-0.0836168,-0.0525362,-0.0169543,-0.639172,0.244586,0.146721,0.262365,0.590082,0.139348,0.77149,0.131363,0.221885,0,0,0,0.463962,-1.73171,1.28492
1750,-0.312463,0.46575,-0.662833,2.38698,2.43213,-0.00405441,0.561581,0.722424,-0.329907,0.250205,-0.561007,0.68695,0.00408214,0.0042206,0.0013667,0.974633,0.612108,0.684382,0.87978,0.749747,1.88744,0.0516189,-0.179988,-0.0573821,0.310795,-0.776447,-0.0466209,0.022152,-0.0728566,0.0341178,-0.0218359,0.0132518,-0.00181464,-0.134573,-0.137483,-0.0394666,0.0868056,0.0244755,0.0919818,-0.103125,-0.342232,0.940628,0.953614,0.92787,0.326365,0.0279498,0.463167,0.686029,0.463102,0,0,0,-0.0892357,0.297201,1.49552
1752,-0.167351,-0.125512,0.0865461,0.746048,-0.005543095,1.03141,-0.931831,-0.856047,0.449931,0.859631,-0.95982,-0.749856,0.311544,-0.796045,0.711344,1.40529,0.000449156,-0.570656,-0.0515353,-1.02432,-1.6732,1.25394,-0.825058,0.36177,0.179731,-0.716402,-0.00688968,-0.0365762,0.088307,0.0587848,0.0243671,-0.0459127,0.0660981,-0.0479939,-0.156751,-0.0501558,0.0178674,-0.0739835,0.0539265,-0.0369243,-0.280322,0.101005,0.226609,0.397628,0.0174523,0.143668,0.654413,0.745771,0.63245,0,0,0,-2.7169,1.20524,0.736039
1755,-0.251628,0.386379,0.0503643,-0.00751254,0.405054,0.0245484,-0.883441,-0.915392,-0.00529312,1.40319,0.0592159,-1.30718,-0.0742452,-3.72222,-0.897113,0.252455,2.36585,1.90575,0.277336,1.36651,0.462287,0.0336642,1.18912,1.4829,0.291309,-0.462774,0.0604519,-0.00712486,-0.0529045,0.0164817,0.00206881,0.0191105,-0.00414526,-0.0793314,0.0810173,0.00629202,-0.0246798,-0.05361,-0.0261661,-0.0205734,-2.03155,0.876525,0.490334,0.951987,0.262033,0.824041,0.2711,0.9004,0.981694,0,0,0,-1.43028,-0.380978,-0.303387
1761,-1.29271,-0.765668,-0.00728943,1.38795,1.4364,-0.551213,1.6021,1.97387,0.00661588,0.899964,-0.266542,-0.000462024,-0.675932,0.8294,0.0013667,-0.112823,0.000449156,1.55592,1.19312,0.414716,0.216882,0.529046,-0.953575,0.178205,1.00777,-1.93053,0.0485256,-0.0812434,-0.0287116,0.0991284,0.093295,-0.0278931,0.0544371,-0.142217,0.0284845,-0.0743952,0.0303244,-0.0378531,0.0788994,0.00682639,-0.536268,0.614335,0.997557,0.0918379,0.866745,0.315342,0.4483,0.239439,0.353349,0,0,0,-1.92695,-0.871987,-1.28871
1762,2.17123,0.872905,-0.619301,-0.00751254,0.638857,-0.183018,-1.17708,-0.495211,0.307909,0.259108,-1.48638,0.411753,1.18737,-0.666579,0.0013667,0.00164122,0.000449156,0.654223,-2.39488,-0.534621,-0.41445,-0.164008,-0.704566,0.879494,2.03186,-0.697798,-0.207027,-0.215927,0.0618301,0.0695623,0.254838,-0.185132,0.214548,-0.191861,-0.388677,-0.136904,0.269048,0.0448818,0.0375509,-0.0865973,-0.00167298,0.369367,0.621948,0.429373,0.722446,0.733497,0.500405,0.706141,0.469009,0,0,0,-1.23074,0.841109,-0.708496
1765,-0.344886,-0.615646,-0.384916,-0.499116,-0.951199,0.15658,2.06343,-0.427987,0.532505,0.413394,0.455752,1.01886,-0.83246,-0.237239,0.348585,0.235412,0.000449156,-1.5449,0.249266,0.241068,-2.4919,2.05527,-1.99523,-1.73613,-1.29986,-1.2852,0.166846,0.0679853,0.0333882,0.0698551,-0.11908,0.0419889,0.00134965,0.0832943,0.127792,-0.020439,-0.125596,0.0440265,-0.0290549,0.0579817,-0.948397,0.41942,0.409813,0.0788853,0.697734,0.574032,0.230511,0.580266,0.0488947,0,0,0,-1.36197,-1.06213,-0.731071
1775,-1.08779,0.0742971,1.43642,-0.00751254,0.0350146,1.26504,-0.627964,-0.236624,0.633167,-0.185534,1.25046,0.920416,0.351411,-0.962704,-0.577478,-0.417268,0.000449156,-0.328427,-0.295532,-0.117898,0.156669,0.0536803,0.321327,-2.40038,0.603083,-1.04454,0.00520778,-0.0226679,-0.00158018,0.0952765,-0.0210217,0.0959363,-0.010592,-0.0832358,0.0157942,-0.00789487,-0.0080078,0.0483754,-0.0176745,0.000157781,-1.0024,0.0635245,0.151764,0.366944,0.595531,0.495045,0.725676,0.801056,0.936661,0,0,0,-0.521215,-1.64048,0.921498
1779,-0.385361,-0.176979,-0.00728943,-1.43347,-0.298608,-0.0161646,0.145007,0.107025,-1.15085,-1.10102,-0.0132864,-0.600695,0.20362,-1.34888,-1.27611,0.19884,1.19357,0.383769,0.337707,-1.50501,0.0237565,0.55117,2.08775,1.63477,-0.299049,1.29166,-0.0587686,0.0161256,-0.0481272,-0.00702698,0.000268372,-0.0318976,-0.115819,0.0718048,-0.0482344,0.113066,0.0404461,-0.126801,0.029847,-0.0119284,0.413283,0.561198,0.741738,0.7046,0.129761,0.0530779,0.828719,0.955638,0.954693,0,0,0,-1.22448,0.0354066,0.237116
1782,1.03315,-0.748671,0.101718,0.933866,-0.970331,-0.210284,1.26389,0.698264,2.17011,1.73029,-2.12881,-0.000462024,-1.16987,0.601227,0.302211,1.77352,1.70591,-0.500181,0.970935,-0.177871,1.59716,-1.26052,1.1783,-1.01235,0.638814,-1.27228,-0.121304,-0.251484,0.0697813,-0.0108545,0.0501145,-0.103804,0.186773,0.112724,-0.101467,-0.0544585,0.137777,-0.00631786,0.0138879,-0.0406795,-1.1231,0.620188,0.125676,0.21224,0.319024,0.144614,0.232666,0.632909,0.212315,0,0,0,-1.01845,-0.957132,4.78983e-05
1786,-2.66499,-2.6417,2.01409,-0.0810738,-0.210428,0.0465893,0.541834,-1.18833,1.07818,-1.23914,-0.722048,-0.566225,0.0941245,1.37153,-0.844557,2.28766,0.912729,-0.635252,-1.05605,-1.05193,0.590725,-0.492961,-1.00103,0.289956,0.142377,-0.726073,0.144036,0.111531,0.00830548,-0.0156516,-0.00389444,-0.0862478,0.0127235,-0.041467,-0.00932329,0.0508438,-0.015346,-0.0965272,0.0609819,-0.0318889,1.03981,0.291095,0.354859,0.923261,0.13106,0.716892,0.371224,0.912581,0.748364,0,0,0,-0.944451,-0.488498,-0.3092
1787,-0.500585,-0.540643,-0.771231,-1.39339,-0.564537,2.38632,2.47127,-0.00132395,-0.00529312,-1.56132,-0.599967,-0.428411,-0.15629,1.49365,-0.111392,-2.67984,0.000449156,-1.20801,-1.42067,-0.084258,1.63236,-1.12125,0.00719943,2.40381,-0.137719,-0.241703,-0.0223103,-0.0901433,-0.128875,0.0379904,0.0706092,-0.0917727,0.0253311,0.0210645,0.0213618,-0.0367892,0.10961,0.0732697,0.06605,-0.114751,-0.594965,0.942349,0.22635,0.880771,0.562394,0.210014,0.887348,0.563835,0.59551,0,0,0,-0.366664,0.674679,-0.296684
1789,0.150351,-0.00869798,-0.707421,-0.00751254,1.30068,0.529742,-1.93733,0.848588,1.54107,-1.21927,0.719429,0.849799,-0.767696,0.531003,-0.0383865,0.502693,0.000449156,0.457639,-1.62878,-0.76441,-2.03963,1.37258,1.3981,1.38924,1.47732,1.3076,-0.0517655,-0.0586659,0.104867,-0.0388566,0.0650741,-0.0462939,0.058715,0.00368613,-0.0825137,-0.0568918,0.0759372,-0.042711,-0.0144259,-0.0605325,1.11128,0.347915,0.462106,0.479108,0.328548,0.434125,0.815445,0.679052,0.468711,0,0,0,-1.51008,1.5695,0.724668
1795,0.424764,0.119525,1.10086,-0.98733,-0.193017,-2.2974,-0.581144,-0.00132395,0.935493,0.608983,0.0241952,1.22273,0.26708,-0.579659,0.170007,-3.52282,0.888239,0.971933,0.662465,0.431914,0.109713,-0.443881,0.291072,1.591,-0.212306,-0.367202,0.063464,-0.042189,0.060294,0.0151925,-0.0448194,0.0353711,0.0912981,-0.0560807,-0.0678022,-0.000697844,-0.0062717,-0.0700222,0.00389551,-0.0608842,-0.2,0.654836,0.370984,0.0116372,0.157459,0.13858,0.391232,0.574959,0.451386,0,0,0,-0.235596,0.825484,-0.646765
1798,-1.09534,0.244495,0.458449,-0.355994,0.184702,-0.00405441,-0.522141,1.02642,0.0159128,1.34905,-1.28599,0.0958257,-0.855835,0.0042206,0.861174,2.1648,1.89663,0.65208,0.289258,-0.916149,0.191524,-1.34512,-0.928604,2.23023,0.49952,-0.916567,0.0088154,-0.0413286,-0.0289148,0.0508155,-0.0395456,0.000965541,0.0527435,-0.0216876,0.0308513,0.0275414,-0.050705,-0.0390405,0.0672511,0.0197405,1.35281,0.833256,0.464565,0.394653,0.905403,0.840023,0.37695,0.0737385,0.06126,0,0,0,-1.1341,-1.81672,0.628034
1799,-0.823428,-0.481377,-0.515842,1.36634,-0.005543095,-1.58161,-0.7453,-0.293126,-0.281777,0.446591,-0.277297,-0.0625566,0.00408214,-0.146563,0.0013667,-0.261791,0.000449156,0.807698,0.554179,0.118965,0.625727,0.860336,0.05597,2.33071e-05,0.162602,-0.907259,-0.0543878,-0.0132945,-0.00254621,0.0791036,0.0265803,-0.0614228,0.0220076,-0.131251,-0.0796411,-0.0240977,-0.00589183,-0.0244879,-0.00554422,-0.0711215,-0.250968,0.616886,0.424036,0.828144,0.456842,0.960493,0.785152,0.112494,0.603552,0,0,0,-0.530666,0.196805,0.198937
1800,-0.1963,0.1549,0.673069,0.15695,-0.005543095,-0.545953,-0.568552,0.54481,1.11215,0.610682,0.0922926,-1.34716,0.00408214,0.0042206,-2.75746,0.00164122,0.000449156,0.00341673,-0.0440144,0.846784,-0.145162,0.331784,-0.344539,0.60422,-0.0737297,-0.493053,0.117867,0.145986,-0.060568,0.0217116,-0.105872,0.00585786,-0.0715614,-0.003735,0.0289919,0.0761696,-0.0419628,-0.0532302,0.0902111,-0.0105733,-0.469552,0.607944,0.187809,0.796956,0.564617,0.364971,0.72677,0.401601,0.932472,0,0,0,0.701996,-0.551771,-0.257684
1801,0.707934,-0.954473,-0.00728943,0.125079,-0.133853,0.171678,-1.06948,-0.289471,-1.02753,0.996408,-0.0006379705,0.816261,-1.05493,-0.255219,0.462763,-0.104676,0.753938,-0.714978,-1.12127,-0.760795,0.681288,0.161107,0.808227,0.513282,1.75685,1.30524,0.00965504,0.0174503,-0.0258014,0.00410708,0.0247437,0.0145711,-0.0179512,-0.0243331,0.0298725,0.053983,0.11059,-0.0282672,-0.0141856,-0.0433965,-1.47441,0.23559,0.0898532,0.875544,0.0294834,0.703272,0.367177,0.0727578,0.825018,0,0,0,-1.80626,0.457787,0.925372
1802,-1.20286,-1.03485,-0.28775,0.302788,-0.29256,1.39555,-0.00628882,2.08983,0.13793,0.203974,-0.960967,1.24634,-0.0246152,-1.85176,0.252413,0.812788,1.67573,-1.12957,1.1133,-0.184731,0.502616,-0.295376,-0.0347741,2.33071e-05,-0.689687,0.941148,-0.0816828,-0.0500705,0.0426564,-0.0610041,0.0315137,-0.0308692,0.0391298,-0.190413,-0.0973624,-0.00626188,0.0877749,-0.0345312,0.00509811,-0.119848,-1.97735,0.377854,0.533,0.062429,0.335235,0.987179,0.695365,0.463148,0.865823,0,0,0,-1.08995,-1.64254,0.567097
1807,-0.700986,-0.488378,0.398054,-0.00751254,-0.500868,-0.476229,0.759416,-0.00132395,-0.979351,0.359699,0.435831,-1.34125,0.911255,0.0183876,-0.98288,1.57756,1.43549,0.948489,0.004272155,1.03494,-0.0325774,-0.249813,1.2026,0.878922,0.231338,1.44602,0.0166646,-0.00695711,-0.00463392,-0.104958,0.0943312,-0.0387727,0.00256146,-0.0322092,0.0598836,0.171423,0.0283169,0.0280014,0.0236352,0.00912251,0.26036,0.598749,0.28895,0.696715,0.139354,0.70499,0.539521,0.250235,0.56274,0,0,0,-0.681618,1.26801,-1.29417
1815,-0.220217,0.0695491,-0.825457,0.80018,-0.0566038,-2.25644,-0.709158,-1.04508,2.57705,0.713531,-0.276068,-0.656858,-0.887658,1.47417,-1.29482,1.48355,0.106748,0.32693,-0.026982,-0.935419,0.0843146,0.136686,0.00719943,-0.399424,0.0690589,0.179717,-0.0244642,0.0268499,0.0461716,0.0992286,-0.00601515,0.0131057,-0.0575661,-0.00798386,-0.110139,0.0856318,0.00650185,-0.00991306,-0.0172527,0.00254579,1.10813,0.179883,0.935647,0.482572,0.261945,0.148462,0.68921,0.683792,0.438593,0,0,0,-0.52295,-1.1113,-0.583365
1821,0.176949,0.387413,0.265339,-1.59647,-0.651598,-0.702864,1.14902,-1.16484,-2.86114,-0.982664,1.33956,-0.212812,0.501797,-0.665042,0.0568523,0.203172,1.17239,-0.324692,1.09894,0.747506,0.2342,-0.558409,2.39376,-0.981113,1.89151,2.36207,-0.0858895,-0.0114299,-0.0164607,-0.0173937,0.0293244,-0.0791068,0.123728,-0.0733695,-0.0554978,-0.0753249,0.0391455,-0.0793841,0.0259009,-0.0845746,1.26172,0.0792416,0.978789,0.381979,0.432798,0.720494,0.660738,0.0455774,0.763738,0,0,0,-0.58419,-1.42814,0.5484
1822,0.936807,-0.0912845,-0.00728943,-0.153842,0.186979,0.484516,-0.57596,1.66273,-2.08144,-0.005902415,0.372731,-0.345306,-2.1257,-1.11834,0.289942,-0.116799,0.364125,0.00341673,-0.832259,0.00854248,0.003279085,-0.28556,-0.0308947,0.93604,-2.55171,1.75098,-0.132801,-0.013879,-0.0161408,-0.0320125,-0.00179896,-0.0122653,0.108071,0.0887805,-0.0657977,-0.043551,0.0846224,0.105036,0.031945,-0.060418,1.55341,0.566039,0.728434,0.971645,0.654012,0.967492,0.376577,0.251684,0.324264,0,0,4,-0.0681292,-0.127314,2.00875
